               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.033112,           0.0093805,           0.0051925,             0.92991,             0.83557,             0.87029,             0.38949,             0.02846,           0.0078648,           0.0036459,            0.004918,            0.004918,            0.004918
                 156,            0.031608,           0.0097894,           0.0047215,             0.90981,             0.82194,             0.86232,             0.38678,            0.027053,           0.0078658,           0.0034552,            0.004885,            0.004885,            0.004885
                 157,            0.032553,           0.0096977,           0.0053667,             0.92156,             0.81849,             0.87305,              0.3936,            0.028188,           0.0078335,           0.0034083,            0.004852,            0.004852,            0.004852
                 158,            0.033233,           0.0098472,           0.0046001,             0.94721,             0.80097,             0.87209,             0.40885,            0.026971,           0.0079445,            0.003674,            0.004819,            0.004819,            0.004819
                 159,            0.031633,            0.009608,             0.00544,             0.94088,             0.81222,             0.86368,              0.4098,            0.025906,            0.007958,           0.0037358,            0.004786,            0.004786,            0.004786
                 160,            0.031864,           0.0091997,           0.0044248,             0.94329,             0.81782,             0.87217,             0.39767,            0.027719,           0.0078305,           0.0038188,            0.004753,            0.004753,            0.004753
                 161,            0.034289,           0.0095873,           0.0061909,             0.91626,             0.82576,             0.86048,             0.39905,            0.026822,            0.007772,           0.0039005,             0.00472,             0.00472,             0.00472
                 162,            0.032272,           0.0097438,           0.0048063,             0.91343,             0.82803,             0.85475,             0.37884,            0.027502,           0.0080495,           0.0037703,            0.004687,            0.004687,            0.004687
                 163,             0.03246,           0.0096984,           0.0052044,              0.9327,             0.82028,             0.86117,             0.39498,            0.027456,           0.0079143,            0.003364,            0.004654,            0.004654,            0.004654
                 164,            0.030799,           0.0095849,           0.0051778,             0.93398,             0.81872,             0.87426,             0.40163,            0.026776,            0.007747,           0.0032572,            0.004621,            0.004621,            0.004621
                 165,            0.031758,           0.0096947,           0.0042525,             0.94005,             0.82322,              0.8812,             0.41817,            0.026778,           0.0077948,           0.0031789,            0.004588,            0.004588,            0.004588
                 166,            0.035501,            0.010064,           0.0060377,             0.92779,             0.83534,             0.87447,              0.4153,            0.026056,           0.0077647,           0.0030404,            0.004555,            0.004555,            0.004555
                 167,            0.030846,           0.0094243,           0.0049848,              0.9023,             0.82821,             0.86916,             0.39879,            0.026373,           0.0079389,           0.0033664,            0.004522,            0.004522,            0.004522
                 168,            0.031001,           0.0090815,           0.0044362,             0.93484,             0.83748,             0.88026,             0.40776,             0.02656,           0.0077503,           0.0032192,            0.004489,            0.004489,            0.004489
                 169,            0.030412,           0.0090898,           0.0048626,             0.95983,             0.80835,             0.87876,             0.39334,            0.027355,           0.0079826,            0.003098,            0.004456,            0.004456,            0.004456
                 170,            0.030943,           0.0096386,           0.0049019,             0.92051,             0.84519,             0.88594,             0.40969,            0.026882,           0.0078072,           0.0030892,            0.004423,            0.004423,            0.004423
                 171,            0.031085,           0.0094841,           0.0048431,             0.90066,             0.83598,             0.87868,               0.404,            0.026694,           0.0078206,           0.0032349,             0.00439,             0.00439,             0.00439
                 172,            0.031342,           0.0092693,            0.005044,             0.88494,             0.82983,             0.86368,             0.38746,            0.026797,           0.0077995,           0.0051577,            0.004357,            0.004357,            0.004357
                 173,            0.030165,           0.0096438,           0.0042543,             0.89785,              0.8319,             0.86991,             0.39999,            0.027576,           0.0078711,           0.0037392,            0.004324,            0.004324,            0.004324
                 174,            0.029534,           0.0094166,           0.0044765,              0.9275,             0.82521,              0.8683,             0.41528,            0.027286,           0.0077288,           0.0032801,            0.004291,            0.004291,            0.004291
                 175,            0.031488,           0.0094743,           0.0044643,             0.94122,             0.81787,             0.86881,             0.40958,            0.026243,           0.0078163,           0.0031619,            0.004258,            0.004258,            0.004258
                 176,            0.028729,           0.0096393,           0.0042397,              0.9325,             0.82613,             0.87161,             0.41614,            0.027074,           0.0077078,           0.0028735,            0.004225,            0.004225,            0.004225
                 177,            0.031616,           0.0096113,           0.0050012,             0.93269,             0.82828,             0.87751,             0.41521,            0.026181,           0.0076513,           0.0031104,            0.004192,            0.004192,            0.004192
                 178,             0.02983,           0.0091188,           0.0042808,             0.92595,             0.85754,             0.88044,             0.40717,             0.02638,            0.007586,           0.0029749,            0.004159,            0.004159,            0.004159
                 179,            0.030419,           0.0092322,            0.003979,              0.9208,             0.84034,             0.86848,             0.40907,            0.026979,            0.007622,           0.0029491,            0.004126,            0.004126,            0.004126
                 180,            0.029543,           0.0088295,           0.0040901,             0.93338,             0.81637,             0.86982,             0.40217,            0.026738,           0.0076551,           0.0033523,            0.004093,            0.004093,            0.004093
                 181,            0.032256,           0.0096175,            0.004138,             0.90942,             0.84163,             0.88455,             0.41759,            0.026295,           0.0075808,           0.0031791,             0.00406,             0.00406,             0.00406
                 182,            0.031254,           0.0093809,            0.003875,             0.92183,             0.85106,             0.88574,             0.41838,            0.025383,           0.0075424,           0.0028416,            0.004027,            0.004027,            0.004027
                 183,            0.030511,            0.009731,           0.0044497,             0.95321,             0.83001,              0.8881,              0.4157,            0.026093,           0.0076465,           0.0027049,            0.003994,            0.003994,            0.003994
                 184,            0.030694,           0.0089757,           0.0045524,             0.94684,             0.82641,             0.88076,             0.41605,            0.026038,           0.0076746,           0.0028475,            0.003961,            0.003961,            0.003961
                 185,            0.033054,           0.0095211,           0.0045246,             0.91321,             0.84571,             0.88057,             0.41697,            0.026873,           0.0076186,           0.0029089,            0.003928,            0.003928,            0.003928
                 186,            0.027736,           0.0092921,           0.0037509,             0.94969,               0.846,             0.89214,             0.41573,            0.026025,           0.0074936,           0.0028597,            0.003895,            0.003895,            0.003895
                 187,            0.032502,           0.0094823,           0.0049339,             0.95197,             0.82984,             0.87862,             0.40937,            0.028266,           0.0076431,           0.0028588,            0.003862,            0.003862,            0.003862
                 188,            0.029127,           0.0094062,           0.0039046,             0.93705,              0.8329,              0.8819,             0.41694,             0.02736,           0.0075596,            0.002784,            0.003829,            0.003829,            0.003829
                 189,            0.029611,            0.009189,           0.0038484,               0.936,             0.85031,             0.87532,             0.42136,            0.026187,           0.0075645,            0.002873,            0.003796,            0.003796,            0.003796
                 190,            0.029421,           0.0093313,           0.0037752,             0.94173,             0.84941,             0.88351,             0.42977,             0.02668,           0.0074983,           0.0027832,            0.003763,            0.003763,            0.003763
                 191,            0.029514,           0.0090186,           0.0040392,             0.94492,             0.82211,             0.87744,             0.40884,            0.026317,           0.0075194,           0.0028542,             0.00373,             0.00373,             0.00373
                 192,            0.029234,           0.0095574,           0.0043253,             0.94843,              0.8335,             0.88576,             0.41591,            0.026428,           0.0076119,           0.0027453,            0.003697,            0.003697,            0.003697
                 193,            0.030654,           0.0090844,           0.0044104,             0.94873,             0.83844,             0.89229,             0.41714,            0.027227,            0.007655,           0.0026576,            0.003664,            0.003664,            0.003664
                 194,             0.03167,           0.0092962,           0.0046957,             0.93698,             0.83062,             0.88743,             0.42185,             0.02703,           0.0075739,           0.0027885,            0.003631,            0.003631,            0.003631
                 195,            0.032391,           0.0096026,           0.0042616,             0.94602,             0.84498,               0.883,             0.41432,            0.025856,           0.0075097,           0.0027784,            0.003598,            0.003598,            0.003598
                 196,            0.029733,           0.0093953,           0.0043023,              0.9346,             0.83425,             0.87811,             0.42177,            0.025257,           0.0076489,           0.0028671,            0.003565,            0.003565,            0.003565
                 197,            0.029718,           0.0090822,           0.0041715,             0.94412,             0.82641,             0.88789,             0.41775,            0.026321,           0.0076405,           0.0030068,            0.003532,            0.003532,            0.003532
                 198,             0.02825,           0.0090816,           0.0040408,             0.94065,             0.82853,             0.88342,             0.42707,            0.025774,           0.0075131,           0.0033696,            0.003499,            0.003499,            0.003499
                 199,            0.028858,           0.0089032,           0.0038963,             0.91952,             0.84719,             0.88374,             0.42476,             0.02733,           0.0074859,           0.0031872,            0.003466,            0.003466,            0.003466
                 200,            0.031646,            0.009014,           0.0042983,             0.94607,             0.83585,             0.88894,             0.42291,            0.025724,           0.0075146,           0.0029479,            0.003433,            0.003433,            0.003433
                 201,            0.029584,           0.0091797,           0.0037353,             0.91126,             0.84796,             0.89209,              0.4194,            0.026546,           0.0075492,           0.0027135,              0.0034,              0.0034,              0.0034
                 202,            0.027773,           0.0092447,           0.0033439,             0.92602,             0.85685,             0.90412,             0.42807,            0.026948,           0.0075423,           0.0025622,            0.003367,            0.003367,            0.003367
                 203,            0.030022,           0.0091638,           0.0035156,             0.94023,             0.84142,             0.89645,             0.40802,            0.025819,           0.0075419,           0.0025645,            0.003334,            0.003334,            0.003334
                 204,            0.029499,           0.0092725,           0.0032185,             0.94127,             0.82666,             0.89152,             0.41492,             0.02505,           0.0075737,           0.0026233,            0.003301,            0.003301,            0.003301
                 205,            0.029807,           0.0089374,           0.0042307,               0.922,             0.83579,              0.8883,             0.42128,            0.028199,           0.0076096,           0.0025123,            0.003268,            0.003268,            0.003268
                 206,            0.029438,           0.0089675,           0.0031588,              0.9312,              0.8429,             0.88988,             0.42389,            0.026268,           0.0075284,           0.0026265,            0.003235,            0.003235,            0.003235
                 207,            0.029657,           0.0091722,           0.0040425,             0.92768,             0.87078,             0.90129,             0.42172,            0.026817,           0.0074307,           0.0027137,            0.003202,            0.003202,            0.003202
                 208,            0.028125,           0.0091543,           0.0038877,             0.91342,             0.87672,              0.8989,             0.42213,            0.025932,           0.0073908,           0.0026908,            0.003169,            0.003169,            0.003169
                 209,             0.02834,           0.0091297,           0.0036358,             0.94746,             0.86806,             0.90061,              0.4258,              0.0257,           0.0073837,           0.0025778,            0.003136,            0.003136,            0.003136
                 210,            0.029251,            0.009014,           0.0044022,             0.93826,              0.8626,             0.89752,             0.42105,            0.025049,           0.0073849,           0.0024667,            0.003103,            0.003103,            0.003103
                 211,            0.027338,            0.008805,           0.0039483,             0.94388,             0.84807,             0.88809,             0.41893,            0.025884,           0.0073715,           0.0024646,             0.00307,             0.00307,             0.00307
                 212,            0.027402,           0.0085605,           0.0031619,              0.9392,             0.86257,             0.89578,             0.42164,            0.025693,            0.007361,            0.002481,            0.003037,            0.003037,            0.003037
                 213,            0.030123,           0.0090922,           0.0039988,             0.94194,             0.84889,             0.89356,             0.42566,            0.025433,           0.0074707,           0.0025562,            0.003004,            0.003004,            0.003004
                 214,            0.028784,           0.0088759,            0.003515,             0.95201,             0.84067,             0.90098,             0.42613,            0.025822,           0.0075274,            0.002479,            0.002971,            0.002971,            0.002971
                 215,            0.030181,             0.00904,           0.0037702,             0.93302,             0.87183,             0.90448,             0.42639,            0.026612,           0.0073946,           0.0024624,            0.002938,            0.002938,            0.002938
                 216,            0.028589,           0.0085627,           0.0038126,             0.93106,             0.85785,             0.89465,             0.41987,            0.025175,           0.0074869,           0.0025959,            0.002905,            0.002905,            0.002905
                 217,            0.027689,            0.009148,           0.0034164,             0.92168,             0.86188,             0.89976,             0.42706,            0.025106,           0.0074198,           0.0026708,            0.002872,            0.002872,            0.002872
                 218,             0.02889,           0.0091048,           0.0034825,             0.95224,             0.83984,             0.89688,             0.42674,             0.02617,           0.0074733,            0.002373,            0.002839,            0.002839,            0.002839
                 219,             0.02824,           0.0091123,           0.0029552,             0.93893,             0.85896,             0.89204,             0.43194,            0.025175,           0.0074633,           0.0022572,            0.002806,            0.002806,            0.002806
                 220,             0.02806,           0.0083893,           0.0033639,             0.93734,             0.85754,             0.89865,             0.43219,            0.025557,           0.0074608,           0.0023282,            0.002773,            0.002773,            0.002773
                 221,             0.02974,           0.0090159,           0.0033994,             0.92816,             0.86559,             0.90177,             0.43015,             0.02445,           0.0075494,            0.002324,             0.00274,             0.00274,             0.00274
                 222,            0.029828,           0.0089354,           0.0032116,              0.9168,             0.84375,             0.88496,             0.42832,             0.02502,           0.0076655,           0.0024391,            0.002707,            0.002707,            0.002707
                 223,            0.028062,           0.0087802,           0.0033394,             0.89166,             0.85563,             0.88613,             0.41753,            0.025535,           0.0075758,            0.002478,            0.002674,            0.002674,            0.002674
                 224,            0.027958,           0.0089421,           0.0029743,             0.89679,             0.86431,             0.88676,             0.42655,            0.025453,           0.0075279,           0.0023852,            0.002641,            0.002641,            0.002641
                 225,            0.027897,           0.0085968,            0.004036,             0.88812,             0.87905,             0.89329,             0.41814,            0.024507,           0.0075962,           0.0025163,            0.002608,            0.002608,            0.002608
                 226,            0.027722,           0.0088854,           0.0034093,             0.90878,             0.85697,             0.88919,             0.42366,            0.024876,            0.007545,           0.0026364,            0.002575,            0.002575,            0.002575
                 227,            0.027003,           0.0088125,           0.0031672,             0.91114,             0.84634,             0.89012,             0.42476,            0.024947,           0.0076299,           0.0027816,            0.002542,            0.002542,            0.002542
                 228,            0.029434,            0.009254,           0.0037076,             0.92671,             0.85163,             0.89347,             0.43333,            0.025232,           0.0076372,           0.0028713,            0.002509,            0.002509,            0.002509
                 229,            0.027887,           0.0091017,           0.0030044,             0.92209,             0.85583,             0.89292,             0.42519,            0.024779,           0.0075948,           0.0028257,            0.002476,            0.002476,            0.002476
                 230,            0.028574,           0.0092528,           0.0035727,             0.90583,             0.86148,             0.88947,             0.42854,            0.025549,           0.0075296,           0.0026516,            0.002443,            0.002443,            0.002443
                 231,            0.026916,           0.0090383,           0.0036126,             0.92411,             0.83954,             0.89009,             0.42705,            0.025538,           0.0076398,           0.0025972,             0.00241,             0.00241,             0.00241
                 232,            0.028755,           0.0088499,           0.0030096,             0.91601,             0.86833,             0.89328,             0.42402,             0.02508,           0.0075154,           0.0025591,            0.002377,            0.002377,            0.002377
                 233,            0.025571,           0.0084259,           0.0028151,             0.92552,             0.86031,             0.89114,             0.42933,            0.025034,           0.0075204,           0.0023434,            0.002344,            0.002344,            0.002344
                 234,            0.028327,           0.0088997,           0.0035791,             0.95752,             0.83739,             0.89889,             0.42479,            0.025782,            0.007584,           0.0023518,            0.002311,            0.002311,            0.002311
                 235,            0.026143,           0.0090532,           0.0030247,              0.9524,             0.84012,             0.89712,             0.43111,            0.025074,           0.0074955,           0.0023913,            0.002278,            0.002278,            0.002278
                 236,            0.026734,            0.008927,           0.0035251,             0.95046,             0.85601,             0.89226,             0.42618,            0.024212,           0.0074713,           0.0026039,            0.002245,            0.002245,            0.002245
                 237,            0.026634,           0.0085682,           0.0031083,             0.94713,             0.85666,             0.89596,             0.42559,            0.025023,           0.0074616,           0.0026124,            0.002212,            0.002212,            0.002212
                 238,            0.027877,           0.0090625,           0.0031505,             0.95904,             0.85101,             0.89647,             0.42914,            0.024772,           0.0075419,           0.0024829,            0.002179,            0.002179,            0.002179
                 239,            0.027359,           0.0092459,           0.0032591,              0.9447,             0.85252,             0.88839,             0.42964,            0.024527,           0.0074915,           0.0025295,            0.002146,            0.002146,            0.002146
                 240,            0.027024,           0.0087894,           0.0029559,              0.9553,               0.831,             0.89417,             0.42641,            0.025099,            0.007579,           0.0027211,            0.002113,            0.002113,            0.002113
                 241,            0.027815,           0.0086725,           0.0028338,             0.92693,             0.83652,             0.88754,             0.43522,            0.025752,           0.0076568,           0.0028959,             0.00208,             0.00208,             0.00208
                 242,            0.025549,           0.0087937,           0.0026304,             0.92793,             0.83437,             0.88439,             0.42947,             0.02545,           0.0076503,           0.0029699,            0.002047,            0.002047,            0.002047
                 243,            0.026914,           0.0085982,           0.0027782,             0.95079,             0.83504,              0.8919,             0.42322,            0.025494,            0.007504,            0.003013,            0.002014,            0.002014,            0.002014
                 244,            0.026298,           0.0086829,           0.0027527,             0.94902,             0.84914,             0.89265,             0.43033,            0.025011,           0.0074363,           0.0029687,            0.001981,            0.001981,            0.001981
                 245,            0.027864,           0.0084803,           0.0026434,             0.95199,             0.84981,             0.89537,             0.43338,            0.025951,           0.0074873,           0.0029229,            0.001948,            0.001948,            0.001948
                 246,            0.026539,           0.0090378,           0.0029617,             0.95168,             0.84615,             0.89519,             0.42283,            0.026297,           0.0075152,           0.0028138,            0.001915,            0.001915,            0.001915
                 247,            0.026104,           0.0086424,           0.0027176,             0.95851,             0.84697,             0.90164,             0.43665,            0.025109,           0.0074692,            0.002665,            0.001882,            0.001882,            0.001882
                 248,            0.025795,           0.0086137,           0.0030115,             0.95504,             0.86149,             0.90691,             0.43768,            0.025729,           0.0074096,           0.0023977,            0.001849,            0.001849,            0.001849
                 249,             0.02818,            0.009111,           0.0031855,             0.94929,             0.86541,             0.90659,             0.43144,            0.024824,           0.0073274,           0.0024558,            0.001816,            0.001816,            0.001816
                 250,            0.027108,           0.0086764,           0.0034327,              0.9443,             0.86515,             0.90747,             0.43538,            0.024834,           0.0073952,           0.0026351,            0.001783,            0.001783,            0.001783
                 251,            0.027802,           0.0090756,           0.0034466,              0.9434,             0.85786,             0.89985,             0.44272,            0.025542,           0.0074468,           0.0028442,             0.00175,             0.00175,             0.00175
                 252,            0.027027,           0.0085738,           0.0028486,             0.92308,             0.86131,             0.89617,             0.44093,            0.025357,           0.0074144,            0.002891,            0.001717,            0.001717,            0.001717
                 253,            0.025786,           0.0085653,           0.0027097,             0.95523,             0.84906,             0.89893,             0.43555,            0.024821,           0.0074482,           0.0027239,            0.001684,            0.001684,            0.001684
                 254,            0.025723,            0.008828,           0.0027685,             0.96108,             0.85018,             0.90252,             0.43843,            0.024811,           0.0075607,           0.0025831,            0.001651,            0.001651,            0.001651
                 255,            0.026719,           0.0083993,           0.0027118,             0.96165,             0.83718,             0.90328,             0.44043,            0.025313,           0.0076712,            0.002624,            0.001618,            0.001618,            0.001618
                 256,            0.026205,           0.0090075,           0.0030413,             0.93881,             0.84546,             0.90178,             0.43588,            0.025017,           0.0076394,           0.0026789,            0.001585,            0.001585,            0.001585
                 257,            0.024707,           0.0086549,           0.0023776,             0.95537,              0.8474,             0.89952,             0.43146,            0.025775,           0.0076207,           0.0024109,            0.001552,            0.001552,            0.001552
                 258,            0.024821,           0.0086268,           0.0025258,             0.95137,             0.85454,             0.90106,             0.43468,            0.025369,           0.0075673,           0.0024234,            0.001519,            0.001519,            0.001519
                 259,            0.027345,           0.0089071,           0.0028144,             0.94927,             0.84048,             0.89144,              0.4334,            0.025167,            0.007537,           0.0026404,            0.001486,            0.001486,            0.001486
                 260,            0.024501,           0.0086856,           0.0023668,             0.94547,              0.8396,             0.89046,             0.44074,            0.024981,           0.0074792,           0.0026464,            0.001453,            0.001453,            0.001453
                 261,            0.026029,           0.0086351,            0.002367,             0.94713,             0.85185,             0.89841,             0.43269,            0.024853,           0.0074089,           0.0025186,             0.00142,             0.00142,             0.00142
                 262,            0.027011,           0.0086343,           0.0025958,             0.95485,             0.86287,             0.90702,             0.44237,            0.025351,           0.0073989,           0.0025058,            0.001387,            0.001387,            0.001387
                 263,            0.026744,           0.0086297,           0.0029362,             0.94913,             0.86833,             0.90668,             0.44386,            0.025064,           0.0074055,           0.0025654,            0.001354,            0.001354,            0.001354
                 264,            0.027028,           0.0090422,           0.0034221,             0.95598,             0.85872,             0.90146,             0.44702,            0.025102,           0.0074055,           0.0025724,            0.001321,            0.001321,            0.001321
                 265,            0.025274,           0.0084918,           0.0025759,             0.95791,             0.85447,             0.90752,             0.44151,            0.025192,           0.0073863,           0.0024548,            0.001288,            0.001288,            0.001288
                 266,            0.025822,           0.0088631,           0.0027741,             0.94115,             0.86472,             0.90465,             0.44226,            0.025012,            0.007342,           0.0025017,            0.001255,            0.001255,            0.001255
                 267,            0.024989,           0.0082965,           0.0028239,             0.94556,             0.86106,              0.9036,             0.44343,            0.025536,           0.0073381,           0.0026402,            0.001222,            0.001222,            0.001222
                 268,            0.027809,           0.0087976,           0.0029665,             0.95228,             0.85769,             0.90422,             0.44559,            0.024429,           0.0073599,           0.0025393,            0.001189,            0.001189,            0.001189
                 269,            0.026179,           0.0085073,           0.0025689,             0.95515,             0.85983,             0.90236,             0.44226,            0.024435,           0.0073616,           0.0024006,            0.001156,            0.001156,            0.001156
                 270,            0.027386,           0.0086842,           0.0029215,             0.93548,             0.86957,             0.90111,             0.44106,            0.024201,           0.0073498,           0.0024692,            0.001123,            0.001123,            0.001123
                 271,            0.024496,           0.0085956,           0.0026513,             0.91334,             0.88201,             0.90072,             0.44901,            0.024144,           0.0073902,           0.0025476,             0.00109,             0.00109,             0.00109
                 272,            0.026247,           0.0083827,           0.0028733,             0.91968,             0.88181,             0.90777,             0.44806,            0.024789,           0.0074296,           0.0026117,            0.001057,            0.001057,            0.001057
                 273,            0.024104,           0.0081501,           0.0025261,             0.95168,             0.85198,             0.90581,             0.45184,            0.024457,           0.0074257,           0.0025665,            0.001024,            0.001024,            0.001024
                 274,            0.025731,           0.0085573,           0.0027199,              0.9601,             0.85123,             0.90674,             0.44329,            0.025022,           0.0073997,           0.0026072,            0.000991,            0.000991,            0.000991
                 275,            0.023653,           0.0085523,           0.0023522,             0.95683,             0.85959,             0.90916,             0.44855,            0.023828,           0.0073571,            0.002556,            0.000958,            0.000958,            0.000958
                 276,            0.025831,           0.0084533,           0.0027744,             0.95332,              0.8519,             0.90482,             0.44848,            0.023798,            0.007348,           0.0024881,            0.000925,            0.000925,            0.000925
                 277,            0.024144,            0.008477,           0.0021987,             0.94585,             0.86041,             0.90683,              0.4454,            0.024425,           0.0073497,           0.0024978,            0.000892,            0.000892,            0.000892
                 278,            0.024418,           0.0085461,           0.0025511,              0.9286,             0.87089,             0.90516,             0.44253,            0.024326,           0.0073268,           0.0025016,            0.000859,            0.000859,            0.000859
                 279,            0.025575,           0.0085372,           0.0028397,             0.93699,             0.88043,             0.91356,             0.44551,            0.024763,           0.0073163,           0.0024263,            0.000826,            0.000826,            0.000826
                 280,            0.024555,           0.0087159,           0.0027782,             0.93637,             0.87529,             0.90964,             0.44981,            0.025224,           0.0073081,           0.0024003,            0.000793,            0.000793,            0.000793
                 281,            0.024851,           0.0085383,           0.0031663,             0.95354,             0.85573,             0.90918,             0.44395,            0.024808,           0.0073528,           0.0024542,             0.00076,             0.00076,             0.00076
                 282,             0.02638,            0.008467,           0.0029603,              0.9502,             0.85506,             0.91093,             0.44659,            0.024865,           0.0074061,            0.002418,            0.000727,            0.000727,            0.000727
                 283,            0.024854,           0.0084261,           0.0028083,             0.95734,             0.85227,             0.90789,             0.44552,            0.024839,            0.007386,           0.0024073,            0.000694,            0.000694,            0.000694
                 284,            0.024596,           0.0086621,           0.0020885,             0.95861,             0.85366,             0.90835,             0.44873,            0.024718,           0.0073525,           0.0023614,            0.000661,            0.000661,            0.000661
                 285,            0.023397,           0.0083822,           0.0021618,             0.95795,             0.85596,             0.90725,             0.44862,            0.024176,           0.0073765,           0.0023396,            0.000628,            0.000628,            0.000628
                 286,            0.024877,           0.0083881,           0.0027719,             0.96084,             0.85697,             0.91012,             0.45198,            0.023995,           0.0073802,           0.0022854,            0.000595,            0.000595,            0.000595
                 287,            0.024057,           0.0085749,           0.0026124,             0.95635,             0.85634,             0.90908,             0.44757,            0.024171,           0.0073638,           0.0022211,            0.000562,            0.000562,            0.000562
                 288,            0.023699,           0.0083626,           0.0024524,              0.9561,             0.86034,             0.91114,             0.44967,            0.024322,           0.0073347,           0.0022824,            0.000529,            0.000529,            0.000529
                 289,            0.025753,           0.0086059,            0.002519,             0.95459,             0.86113,             0.91016,             0.44878,            0.024486,           0.0073561,           0.0023884,            0.000496,            0.000496,            0.000496
                 290,            0.024708,           0.0080151,           0.0035061,             0.95212,             0.85851,              0.9105,             0.44754,            0.024343,            0.007402,           0.0024299,            0.000463,            0.000463,            0.000463
                 291,            0.023982,           0.0084204,            0.002615,             0.95062,             0.85402,             0.90785,             0.45151,            0.024578,           0.0074097,           0.0023346,             0.00043,             0.00043,             0.00043
                 292,             0.02478,           0.0083868,           0.0022699,             0.95252,             0.86145,             0.91104,             0.44962,            0.024526,           0.0073934,           0.0022255,            0.000397,            0.000397,            0.000397
                 293,            0.024377,            0.008425,            0.002347,             0.95715,             0.85835,             0.91244,             0.45138,            0.024501,           0.0073547,           0.0022373,            0.000364,            0.000364,            0.000364
                 294,            0.023983,           0.0083905,           0.0026276,              0.9522,             0.85862,             0.90929,             0.44984,            0.024781,           0.0073497,           0.0022208,            0.000331,            0.000331,            0.000331
                 295,            0.022979,            0.008414,           0.0023532,              0.9512,             0.85879,             0.90857,             0.44753,            0.023973,           0.0073598,           0.0021487,            0.000298,            0.000298,            0.000298
                 296,            0.024746,             0.00821,           0.0025927,             0.95665,             0.85663,             0.90861,             0.45008,            0.023619,           0.0073633,           0.0021216,            0.000265,            0.000265,            0.000265
                 297,            0.023114,            0.008774,           0.0022744,             0.95164,             0.86055,             0.90842,              0.4503,            0.023911,           0.0073737,           0.0020958,            0.000232,            0.000232,            0.000232
                 298,            0.025127,           0.0085471,           0.0026554,             0.94681,             0.86165,               0.909,             0.45066,            0.024125,           0.0073642,           0.0021267,            0.000199,            0.000199,            0.000199
                 299,            0.022685,           0.0082328,           0.0019457,             0.94948,              0.8606,             0.90911,             0.45232,            0.024524,           0.0073612,           0.0020841,            0.000166,            0.000166,            0.000166
